ID,Name,Status,Has_Member
Category-1346,OWASP Top Ten 2021 Category A02:2021 - Cryptographic Failures,Incomplete,CWE-261;CWE-296;CWE-310;CWE-319;CWE-321;CWE-322;CWE-323;CWE-324;CWE-325;CWE-326;CWE-327;CWE-328;CWE-329;CWE-330;CWE-331;CWE-335;CWE-336;CWE-337;CWE-338;CWE-340;CWE-347;CWE-523;CWE-720;CWE-757;CWE-759;CWE-760;CWE-780;CWE-818;CWE-916
Category-1347,OWASP Top Ten 2021 Category A03:2021 - Injection,Incomplete,CWE-20;CWE-74;CWE-75;CWE-77;CWE-78;CWE-79;CWE-80;CWE-83;CWE-87;CWE-88;CWE-89;CWE-90;CWE-91;CWE-93;CWE-94;CWE-95;CWE-96;CWE-97;CWE-98;CWE-99;CWE-113;CWE-116;CWE-138;CWE-184;CWE-470;CWE-471;CWE-564;CWE-610;CWE-643;CWE-644;CWE-652;CWE-917
Category-1348,OWASP Top Ten 2021 Category A04:2021 - Insecure Design,Incomplete,CWE-73;CWE-183;CWE-209;CWE-213;CWE-235;CWE-256;CWE-257;CWE-266;CWE-269;CWE-280;CWE-311;CWE-312;CWE-313;CWE-316;CWE-419;CWE-430;CWE-434;CWE-444;CWE-451;CWE-472;CWE-501;CWE-522;CWE-525;CWE-539;CWE-579;CWE-598;CWE-602;CWE-642;CWE-646;CWE-650;CWE-653;CWE-656;CWE-657;CWE-799;CWE-807;CWE-840;CWE-841;CWE-927;CWE-1021;CWE-1173
Category-1349,OWASP Top Ten 2021 Category A05:2021 - Security Misconfiguration,Incomplete,CWE-2;CWE-11;CWE-13;CWE-15;CWE-16;CWE-260;CWE-315;CWE-520;CWE-526;CWE-537;CWE-541;CWE-547;CWE-611;CWE-614;CWE-756;CWE-776;CWE-942;CWE-1004;CWE-1032;CWE-1174
Category-1352,OWASP Top Ten 2021 Category A06:2021 - Vulnerable and Outdated Components,Incomplete,CWE-937;CWE-1035;CWE-1104
Category-1353,OWASP Top Ten 2021 Category A07:2021 - Identification and Authentication Failures,Incomplete,CWE-255;CWE-259;CWE-287;CWE-288;CWE-290;CWE-294;CWE-295;CWE-297;CWE-300;CWE-302;CWE-304;CWE-306;CWE-307;CWE-346;CWE-384;CWE-521;CWE-613;CWE-620;CWE-640;CWE-798;CWE-940;CWE-1216
Category-1354,OWASP Top Ten 2021 Category A08:2021 - Software and Data Integrity Failures,Incomplete,CWE-345;CWE-353;CWE-426;CWE-494;CWE-502;CWE-565;CWE-784;CWE-829;CWE-830;CWE-915
Category-1355,OWASP Top Ten 2021 Category A09:2021 - Security Logging and Monitoring Failures,Incomplete,CWE-117;CWE-223;CWE-532;CWE-778
Category-1356,OWASP Top Ten 2021 Category A10:2021 - Server-Side Request Forgery (SSRF),Incomplete,CWE-918
Category-1359,ICS Communications,Incomplete,CWE-1364;CWE-1365;CWE-1366
Category-1360,ICS Dependencies (& Architecture),Incomplete,CWE-1367;CWE-1368
Category-1361,ICS Supply Chain,Incomplete,CWE-1369;CWE-1370;CWE-1371;CWE-1372
Category-1362,ICS Engineering (Constructions/Deployment),Incomplete,CWE-1373;CWE-1374;CWE-1375;CWE-1376;CWE-1377
Category-1363,ICS Operations (& Maintenance),Incomplete,CWE-1378;CWE-1379;CWE-1380;CWE-1381;CWE-1382;CWE-1383
Category-1364,ICS Communications: Zone Boundary Failures,Incomplete,CWE-212;CWE-268;CWE-269;CWE-287;CWE-288;CWE-306;CWE-362;CWE-384;CWE-434;CWE-494;CWE-501;CWE-668;CWE-669;CWE-754;CWE-829;CWE-1189;CWE-1263;CWE-1303;CWE-1393
Category-1365,ICS Communications: Unreliability,Incomplete,CWE-121;CWE-269;CWE-306;CWE-349;CWE-362;CWE-807;CWE-1247;CWE-1261;CWE-1332;CWE-1351;CWE-1384
Category-1366,ICS Communications: Frail Security in Protocols,Incomplete,CWE-121;CWE-125;CWE-268;CWE-269;CWE-276;CWE-290;CWE-306;CWE-311;CWE-312;CWE-319;CWE-325;CWE-327;CWE-330;CWE-336;CWE-337;CWE-341;CWE-349;CWE-358;CWE-362;CWE-377;CWE-384;CWE-648;CWE-787;CWE-1189;CWE-1303;CWE-1393
Category-1367,ICS Dependencies (& Architecture): External Physical Systems,Incomplete,CWE-1247;CWE-1338;CWE-1357;CWE-1384
Category-1368,ICS Dependencies (& Architecture): External Digital Systems,Incomplete,CWE-15;CWE-287;CWE-306;CWE-308;CWE-312;CWE-440;CWE-470;CWE-603;CWE-610;CWE-638;CWE-1059;CWE-1068;CWE-1104;CWE-1329;CWE-1357;CWE-1393
Category-1369,ICS Supply Chain: IT/OT Convergence/Expansion,Incomplete,CWE-636;CWE-284
Category-1370,ICS Supply Chain: Common Mode Frailties,Incomplete,CWE-664;CWE-707;CWE-710;CWE-1357;CWE-329;CWE-693
Category-1371,ICS Supply Chain: Poorly Documented or Undocumented Features,Incomplete,CWE-489;CWE-912;CWE-1059;CWE-1242
Category-1372,ICS Supply Chain: OT Counterfeit and Malicious Corruption,Incomplete,CWE-1278;CWE-1198;CWE-1231;CWE-1233;CWE-284
Category-1373,ICS Engineering (Construction/Deployment): Trust Model Problems,Incomplete,CWE-269;CWE-807;CWE-349
Category-1374,ICS Engineering (Construction/Deployment): Maker Breaker Blindness,Incomplete,
Category-1375,ICS Engineering (Construction/Deployment): Gaps in Details/Data,Incomplete,CWE-1059;CWE-1110;CWE-710;CWE-1053;CWE-1111
Category-1376,ICS Engineering (Construction/Deployment): Security Gaps in Commissioning,Incomplete,CWE-276;CWE-362;CWE-1393
Category-1377,ICS Engineering (Construction/Deployment): Inherent Predictability in Design,Incomplete,CWE-1278
Category-1378,ICS Operations (& Maintenance): Gaps in obligations and training,Incomplete,
Category-1379,ICS Operations (& Maintenance): Human factors in ICS environments,Incomplete,CWE-655;CWE-451
Category-1380,ICS Operations (& Maintenance): Post-analysis changes,Incomplete,
Category-1381,ICS Operations (& Maintenance): Exploitable Standard Operational Procedures,Incomplete,
Category-1382,ICS Operations (& Maintenance): Emerging Energy Technologies,Incomplete,CWE-20;CWE-285;CWE-295;CWE-296;CWE-346;CWE-406;CWE-601
Category-1383,ICS Operations (& Maintenance): Compliance/Conformance with Regulatory Requirements,Incomplete,CWE-710
Category-1388,Physical Access Issues and Concerns,Draft,CWE-1384;CWE-1319;CWE-1247;CWE-1261;CWE-1332;CWE-1351;CWE-1278;CWE-1255;CWE-1300;CWE-1248
Category-1396,Comprehensive Categorization: Access Control,Incomplete,CWE-9;CWE-13;CWE-202;CWE-256;CWE-257;CWE-258;CWE-259;CWE-260;CWE-261;CWE-262;CWE-263;CWE-266;CWE-267;CWE-268;CWE-269;CWE-270;CWE-271;CWE-272;CWE-273;CWE-274;CWE-276;CWE-277;CWE-278;CWE-279;CWE-280;CWE-281;CWE-282;CWE-283;CWE-284;CWE-285;CWE-286;CWE-287;CWE-288;CWE-289;CWE-290;CWE-291;CWE-293;CWE-294;CWE-295;CWE-296;CWE-297;CWE-298;CWE-299;CWE-300;CWE-301;CWE-302;CWE-303;CWE-304;CWE-305;CWE-306;CWE-307;CWE-308;CWE-309;CWE-321;CWE-322;CWE-350;CWE-370;CWE-384;CWE-419;CWE-420;CWE-421;CWE-422;CWE-425;CWE-441;CWE-520;CWE-521;CWE-522;CWE-523;CWE-549;CWE-551;CWE-555;CWE-556;CWE-566;CWE-593;CWE-599;CWE-601;CWE-603;CWE-611;CWE-612;CWE-613;CWE-620;CWE-623;CWE-639;CWE-640;CWE-645;CWE-647;CWE-648;CWE-708;CWE-732;CWE-798;CWE-804;CWE-836;CWE-842;CWE-862;CWE-863;CWE-918;CWE-921;CWE-923;CWE-925;CWE-926;CWE-927;CWE-939;CWE-940;CWE-941;CWE-942;CWE-1004;CWE-1021;CWE-1022;CWE-1191;CWE-1220;CWE-1222;CWE-1224;CWE-1230;CWE-1231;CWE-1233;CWE-1242;CWE-1243;CWE-1244;CWE-1252;CWE-1256;CWE-1257;CWE-1259;CWE-1260;CWE-1262;CWE-1263;CWE-1267;CWE-1268;CWE-1270;CWE-1274;CWE-1275;CWE-1276;CWE-1283;CWE-1290;CWE-1292;CWE-1294;CWE-1296;CWE-1297;CWE-1299;CWE-1302;CWE-1304;CWE-1311;CWE-1312;CWE-1313;CWE-1314;CWE-1315;CWE-1316;CWE-1317;CWE-1320;CWE-1323;CWE-1328;CWE-1334;CWE-1390;CWE-1391;CWE-1392;CWE-1393;CWE-1394
Category-1397,Comprehensive Categorization: Comparison,Incomplete,CWE-183;CWE-185;CWE-186;CWE-187;CWE-478;CWE-486;CWE-595;CWE-597;CWE-625;CWE-697;CWE-777;CWE-839;CWE-1023;CWE-1024;CWE-1025;CWE-1077
Category-1398,Comprehensive Categorization: Component Interaction,Incomplete,CWE-14;CWE-115;CWE-435;CWE-436;CWE-437;CWE-439;CWE-444;CWE-650;CWE-733;CWE-1037;CWE-1038
Category-1399,Comprehensive Categorization: Memory Safety,Incomplete,CWE-119;CWE-120;CWE-121;CWE-122;CWE-123;CWE-124;CWE-125;CWE-126;CWE-127;CWE-129;CWE-131;CWE-134;CWE-188;CWE-198;CWE-244;CWE-401;CWE-415;CWE-416;CWE-466;CWE-562;CWE-587;CWE-590;CWE-680;CWE-690;CWE-761;CWE-762;CWE-763;CWE-786;CWE-787;CWE-788;CWE-789;CWE-805;CWE-806;CWE-822;CWE-823;CWE-824;CWE-825
Category-1401,Comprehensive Categorization: Concurrency,Incomplete,CWE-362;CWE-363;CWE-364;CWE-366;CWE-367;CWE-368;CWE-412;CWE-413;CWE-414;CWE-432;CWE-479;CWE-543;CWE-558;CWE-567;CWE-572;CWE-574;CWE-591;CWE-609;CWE-663;CWE-667;CWE-689;CWE-764;CWE-765;CWE-820;CWE-821;CWE-828;CWE-831;CWE-832;CWE-833;CWE-1058;CWE-1088;CWE-1096;CWE-1223;CWE-1232;CWE-1234;CWE-1264;CWE-1298
Category-1402,Comprehensive Categorization: Encryption,Incomplete,CWE-5;CWE-311;CWE-312;CWE-313;CWE-314;CWE-315;CWE-316;CWE-317;CWE-318;CWE-319;CWE-324;CWE-325;CWE-326;CWE-327;CWE-328;CWE-347;CWE-614;CWE-759;CWE-760;CWE-780;CWE-916;CWE-1240;CWE-1428
Category-1403,Comprehensive Categorization: Exposed Resource,Incomplete,CWE-8;CWE-15;CWE-73;CWE-114;CWE-219;CWE-220;CWE-374;CWE-375;CWE-377;CWE-378;CWE-379;CWE-402;CWE-403;CWE-426;CWE-427;CWE-428;CWE-433;CWE-472;CWE-488;CWE-491;CWE-492;CWE-493;CWE-498;CWE-499;CWE-500;CWE-524;CWE-525;CWE-527;CWE-528;CWE-529;CWE-530;CWE-539;CWE-552;CWE-553;CWE-565;CWE-582;CWE-583;CWE-608;CWE-619;CWE-642;CWE-668;CWE-767;CWE-784;CWE-1282;CWE-1327
Category-1404,Comprehensive Categorization: File Handling,Incomplete,CWE-22;CWE-23;CWE-24;CWE-25;CWE-26;CWE-27;CWE-28;CWE-29;CWE-30;CWE-31;CWE-32;CWE-33;CWE-34;CWE-35;CWE-36;CWE-37;CWE-38;CWE-39;CWE-40;CWE-41;CWE-42;CWE-43;CWE-44;CWE-45;CWE-46;CWE-47;CWE-48;CWE-49;CWE-50;CWE-51;CWE-52;CWE-53;CWE-54;CWE-55;CWE-56;CWE-57;CWE-58;CWE-59;CWE-61;CWE-62;CWE-64;CWE-65;CWE-66;CWE-67;CWE-69;CWE-72
Category-1405,Comprehensive Categorization: Improper Check or Handling of Exceptional Conditions,Incomplete,CWE-7;CWE-12;CWE-252;CWE-390;CWE-391;CWE-394;CWE-544;CWE-703;CWE-754;CWE-755;CWE-756;CWE-1247;CWE-1261;CWE-1332;CWE-1351;CWE-1384
Category-1406,Comprehensive Categorization: Improper Input Validation,Incomplete,CWE-20;CWE-105;CWE-106;CWE-108;CWE-109;CWE-112;CWE-554;CWE-606;CWE-622;CWE-781;CWE-1173;CWE-1174;CWE-1284;CWE-1285;CWE-1286;CWE-1287;CWE-1288;CWE-1289
Category-1407,Comprehensive Categorization: Improper Neutralization,Incomplete,CWE-116;CWE-117;CWE-130;CWE-138;CWE-140;CWE-141;CWE-142;CWE-143;CWE-144;CWE-145;CWE-146;CWE-147;CWE-148;CWE-149;CWE-150;CWE-151;CWE-152;CWE-153;CWE-154;CWE-155;CWE-156;CWE-157;CWE-158;CWE-159;CWE-160;CWE-161;CWE-162;CWE-163;CWE-164;CWE-165;CWE-166;CWE-167;CWE-168;CWE-170;CWE-172;CWE-173;CWE-174;CWE-175;CWE-176;CWE-177;CWE-228;CWE-229;CWE-230;CWE-231;CWE-232;CWE-233;CWE-234;CWE-235;CWE-236;CWE-237;CWE-238;CWE-239;CWE-240;CWE-241;CWE-463;CWE-464;CWE-626;CWE-644;CWE-707;CWE-790;CWE-791;CWE-792;CWE-793;CWE-794;CWE-795;CWE-796;CWE-797;CWE-838
Category-1408,Comprehensive Categorization: Incorrect Calculation,Incomplete,CWE-128;CWE-135;CWE-190;CWE-191;CWE-193;CWE-369;CWE-467;CWE-468;CWE-469;CWE-682;CWE-1335;CWE-1339
Category-1409,Comprehensive Categorization: Injection,Incomplete,CWE-74;CWE-75;CWE-76;CWE-77;CWE-78;CWE-79;CWE-80;CWE-81;CWE-82;CWE-83;CWE-84;CWE-85;CWE-86;CWE-87;CWE-88;CWE-89;CWE-90;CWE-91;CWE-93;CWE-94;CWE-95;CWE-96;CWE-97;CWE-99;CWE-102;CWE-113;CWE-564;CWE-621;CWE-624;CWE-627;CWE-641;CWE-643;CWE-652;CWE-692;CWE-694;CWE-914;CWE-917;CWE-943;CWE-1236;CWE-1336;CWE-1426;CWE-1427
Category-1410,Comprehensive Categorization: Insufficient Control Flow Management,Incomplete,CWE-179;CWE-180;CWE-181;CWE-248;CWE-382;CWE-395;CWE-396;CWE-397;CWE-408;CWE-430;CWE-431;CWE-455;CWE-480;CWE-481;CWE-482;CWE-483;CWE-584;CWE-600;CWE-617;CWE-670;CWE-674;CWE-691;CWE-696;CWE-698;CWE-705;CWE-768;CWE-783;CWE-799;CWE-834;CWE-835;CWE-837;CWE-841;CWE-1190;CWE-1193;CWE-1265;CWE-1280;CWE-1281;CWE-1322
Category-1411,Comprehensive Categorization: Insufficient Verification of Data Authenticity,Incomplete,CWE-345;CWE-346;CWE-348;CWE-349;CWE-351;CWE-352;CWE-353;CWE-354;CWE-360;CWE-494;CWE-616;CWE-646;CWE-649;CWE-924;CWE-1293;CWE-1385
Category-1412,Comprehensive Categorization: Poor Coding Practices,Incomplete,CWE-11;CWE-103;CWE-104;CWE-107;CWE-110;CWE-111;CWE-242;CWE-245;CWE-246;CWE-253;CWE-358;CWE-383;CWE-392;CWE-393;CWE-440;CWE-446;CWE-448;CWE-449;CWE-451;CWE-462;CWE-474;CWE-475;CWE-476;CWE-477;CWE-484;CWE-489;CWE-506;CWE-507;CWE-508;CWE-509;CWE-510;CWE-511;CWE-512;CWE-546;CWE-547;CWE-560;CWE-561;CWE-563;CWE-570;CWE-571;CWE-573;CWE-575;CWE-576;CWE-577;CWE-578;CWE-579;CWE-581;CWE-585;CWE-586;CWE-589;CWE-594;CWE-605;CWE-628;CWE-675;CWE-676;CWE-683;CWE-684;CWE-685;CWE-686;CWE-687;CWE-688;CWE-695;CWE-710;CWE-758;CWE-766;CWE-785;CWE-912;CWE-1007;CWE-1041;CWE-1043;CWE-1044;CWE-1045;CWE-1047;CWE-1048;CWE-1053;CWE-1054;CWE-1055;CWE-1056;CWE-1057;CWE-1059;CWE-1060;CWE-1061;CWE-1062;CWE-1064;CWE-1065;CWE-1066;CWE-1068;CWE-1069;CWE-1070;CWE-1071;CWE-1074;CWE-1075;CWE-1076;CWE-1078;CWE-1079;CWE-1080;CWE-1082;CWE-1083;CWE-1085;CWE-1086;CWE-1087;CWE-1090;CWE-1092;CWE-1093;CWE-1095;CWE-1097;CWE-1098;CWE-1099;CWE-1100;CWE-1101;CWE-1102;CWE-1103;CWE-1105;CWE-1106;CWE-1107;CWE-1108;CWE-1109;CWE-1110;CWE-1111;CWE-1112;CWE-1113;CWE-1114;CWE-1115;CWE-1116;CWE-1117;CWE-1118;CWE-1119;CWE-1120;CWE-1121;CWE-1122;CWE-1123;CWE-1124;CWE-1125;CWE-1126;CWE-1127;CWE-1164;CWE-1177;CWE-1209;CWE-1245;CWE-1341;CWE-1357;CWE-1434
Category-1413,Comprehensive Categorization: Protection Mechanism Failure,Incomplete,CWE-182;CWE-184;CWE-222;CWE-223;CWE-224;CWE-356;CWE-357;CWE-450;CWE-602;CWE-693;CWE-757;CWE-778;CWE-807;CWE-1039;CWE-1248;CWE-1253;CWE-1269;CWE-1278;CWE-1291;CWE-1318;CWE-1319;CWE-1326;CWE-1338;CWE-1429
Category-1414,Comprehensive Categorization: Randomness,Incomplete,CWE-6;CWE-323;CWE-329;CWE-330;CWE-331;CWE-332;CWE-333;CWE-334;CWE-335;CWE-336;CWE-337;CWE-338;CWE-339;CWE-340;CWE-341;CWE-342;CWE-343;CWE-344;CWE-1204;CWE-1241
Category-1415,Comprehensive Categorization: Resource Control,Incomplete,CWE-385;CWE-470;CWE-473;CWE-502;CWE-514;CWE-515;CWE-672;CWE-826;CWE-910;CWE-915;CWE-1104;CWE-1249;CWE-1251;CWE-1277;CWE-1310;CWE-1321;CWE-1329
Category-1416,Comprehensive Categorization: Resource Lifecycle Management,Incomplete,CWE-98;CWE-118;CWE-178;CWE-192;CWE-194;CWE-195;CWE-196;CWE-197;CWE-212;CWE-221;CWE-226;CWE-243;CWE-372;CWE-386;CWE-400;CWE-404;CWE-405;CWE-406;CWE-407;CWE-409;CWE-410;CWE-434;CWE-453;CWE-454;CWE-456;CWE-457;CWE-459;CWE-460;CWE-471;CWE-487;CWE-495;CWE-496;CWE-501;CWE-568;CWE-580;CWE-588;CWE-607;CWE-610;CWE-618;CWE-662;CWE-664;CWE-665;CWE-666;CWE-669;CWE-673;CWE-681;CWE-704;CWE-706;CWE-749;CWE-770;CWE-771;CWE-772;CWE-773;CWE-774;CWE-775;CWE-776;CWE-779;CWE-782;CWE-827;CWE-829;CWE-830;CWE-843;CWE-908;CWE-909;CWE-911;CWE-913;CWE-920;CWE-922;CWE-1042;CWE-1046;CWE-1049;CWE-1050;CWE-1051;CWE-1052;CWE-1063;CWE-1067;CWE-1072;CWE-1073;CWE-1084;CWE-1089;CWE-1091;CWE-1094;CWE-1176;CWE-1188;CWE-1221;CWE-1229;CWE-1235;CWE-1239;CWE-1246;CWE-1250;CWE-1258;CWE-1266;CWE-1271;CWE-1272;CWE-1279;CWE-1301;CWE-1325;CWE-1330;CWE-1333;CWE-1342;CWE-1386;CWE-1389;CWE-1419;CWE-1420;CWE-1421;CWE-1422;CWE-1423
Category-1417,Comprehensive Categorization: Sensitive Information Exposure,Incomplete,CWE-200;CWE-201;CWE-203;CWE-204;CWE-205;CWE-206;CWE-207;CWE-208;CWE-209;CWE-210;CWE-211;CWE-213;CWE-214;CWE-215;CWE-359;CWE-497;CWE-526;CWE-531;CWE-532;CWE-535;CWE-536;CWE-537;CWE-538;CWE-540;CWE-541;CWE-548;CWE-550;CWE-598;CWE-615;CWE-651;CWE-1254;CWE-1255;CWE-1273;CWE-1295;CWE-1300;CWE-1431
Category-1418,Comprehensive Categorization: Violation of Secure Design Principles,Incomplete,CWE-250;CWE-424;CWE-447;CWE-636;CWE-637;CWE-638;CWE-653;CWE-654;CWE-655;CWE-656;CWE-657;CWE-671;CWE-1189;CWE-1192;CWE-1303;CWE-1331;CWE-1395
Category-1433,2025 MIHW Supplement: Expert Insights,Obsolete,CWE-1231;CWE-1233;CWE-1244;CWE-1272;CWE-1431
Category-1436,OWASP Top Ten 2025 Category A01:2025 - Broken Access Control,Incomplete,CWE-1275;CWE-200;CWE-201;CWE-219;CWE-22;CWE-23;CWE-276;CWE-281;CWE-282;CWE-283;CWE-284;CWE-285;CWE-352;CWE-359;CWE-36;CWE-377;CWE-379;CWE-402;CWE-424;CWE-425;CWE-441;CWE-497;CWE-538;CWE-540;CWE-548;CWE-552;CWE-566;CWE-59;CWE-601;CWE-61;CWE-615;CWE-639;CWE-65;CWE-668;CWE-732;CWE-749;CWE-862;CWE-863;CWE-918;CWE-922
Category-1437,OWASP Top Ten 2025 Category A02:2025 - Security Misconfiguration,Incomplete,CWE-1004;CWE-11;CWE-1174;CWE-13;CWE-15;CWE-16;CWE-260;CWE-315;CWE-489;CWE-5;CWE-526;CWE-547;CWE-611;CWE-614;CWE-776;CWE-942
Category-1438,OWASP Top Ten 2025 Category A03:2025 - Software Supply Chain Failures,Incomplete,CWE-1035;CWE-1104;CWE-1329;CWE-1395;CWE-447;CWE-477
Category-1439,OWASP Top Ten 2025 Category A04:2025 - Cryptographic Failures,Incomplete,CWE-1240;CWE-1241;CWE-261;CWE-296;CWE-319;CWE-320;CWE-321;CWE-322;CWE-323;CWE-324;CWE-325;CWE-326;CWE-327;CWE-328;CWE-329;CWE-330;CWE-331;CWE-332;CWE-334;CWE-335;CWE-336;CWE-337;CWE-338;CWE-340;CWE-342;CWE-347;CWE-523;CWE-757;CWE-759;CWE-760;CWE-780;CWE-916
Category-1440,OWASP Top Ten 2025 Category A05:2025 - Injection,Incomplete,CWE-103;CWE-104;CWE-112;CWE-113;CWE-114;CWE-115;CWE-116;CWE-129;CWE-159;CWE-20;CWE-470;CWE-493;CWE-500;CWE-564;CWE-610;CWE-643;CWE-644;CWE-74;CWE-76;CWE-77;CWE-78;CWE-79;CWE-80;CWE-83;CWE-86;CWE-88;CWE-89;CWE-90;CWE-91;CWE-917;CWE-93;CWE-94;CWE-95;CWE-96;CWE-97;CWE-98;CWE-99
Category-1441,OWASP Top Ten 2025 Category A06:2025 - Insecure Design,Incomplete,CWE-1021;CWE-1022;CWE-1125;CWE-183;CWE-256;CWE-266;CWE-269;CWE-286;CWE-311;CWE-312;CWE-313;CWE-316;CWE-362;CWE-382;CWE-419;CWE-434;CWE-436;CWE-444;CWE-451;CWE-454;CWE-472;CWE-501;CWE-522;CWE-525;CWE-539;CWE-598;CWE-602;CWE-628;CWE-642;CWE-646;CWE-653;CWE-656;CWE-657;CWE-676;CWE-693;CWE-73;CWE-799;CWE-807;CWE-841
Category-1442,OWASP Top Ten 2025 Category A07:2025 - Authentication Failures,Incomplete,CWE-1390;CWE-1391;CWE-1392;CWE-1393;CWE-258;CWE-259;CWE-287;CWE-288;CWE-289;CWE-290;CWE-291;CWE-293;CWE-294;CWE-295;CWE-297;CWE-298;CWE-299;CWE-300;CWE-302;CWE-303;CWE-304;CWE-305;CWE-306;CWE-307;CWE-308;CWE-309;CWE-346;CWE-350;CWE-384;CWE-521;CWE-613;CWE-620;CWE-640;CWE-798;CWE-940;CWE-941
Category-1443,OWASP Top Ten 2025 Category A08:2025 - Software or Data Integrity Failures,Incomplete,CWE-345;CWE-353;CWE-426;CWE-427;CWE-494;CWE-502;CWE-506;CWE-509;CWE-565;CWE-784;CWE-829;CWE-830;CWE-915;CWE-926
Category-1444,OWASP Top Ten 2025 Category A09:2025 - Logging & Alerting Failures,Incomplete,CWE-117;CWE-221;CWE-223;CWE-532;CWE-778
Category-1445,OWASP Top Ten 2025 Category A10:2025 - Mishandling of Exceptional Conditions,Incomplete,CWE-209;CWE-215;CWE-234;CWE-235;CWE-248;CWE-252;CWE-274;CWE-280;CWE-369;CWE-390;CWE-391;CWE-394;CWE-396;CWE-397;CWE-460;CWE-476;CWE-478;CWE-484;CWE-550;CWE-636;CWE-703;CWE-754;CWE-755;CWE-756
