ID,Name,Description,Extended_Description,Related_Weakness,Language,Technology,Likelihood_Of_Exploit,Consequence,CVE_Example
CWE-416,Use After Free,"The product reuses or references memory after it has been freed. At some point afterward, the memory may be allocated again and saved in another pointer, while the original pointer references a location somewhere within the new allocation. Any operations using the original pointer are no longer valid because the memory ""belongs"" to the code that operates on the new pointer.",,ChildOf:825;ChildOf:672;ChildOf:672;ChildOf:672;CanPrecede:120;CanPrecede:123,Memory-Unsafe;C;C++,,High,Integrity;Availability;Confidentiality,CVE-2022-20141;CVE-2022-2621;CVE-2021-0920;CVE-2020-6819;CVE-2010-4168;CVE-2010-2941;CVE-2010-2547;CVE-2010-1772;CVE-2010-1437;CVE-2010-1208;CVE-2010-0629;CVE-2010-0378;CVE-2010-0302;CVE-2010-0249;CVE-2010-0050;CVE-2009-3658;CVE-2009-3616;CVE-2009-3553;CVE-2009-2416;CVE-2009-1837;CVE-2009-0749;CVE-2010-3328;CVE-2008-5038;CVE-2008-0077;CVE-2006-4434;CVE-2010-2753;CVE-2006-4997;CVE-2003-0813
CWE-419,Unprotected Primary Channel,"The product uses a primary channel for administration or restricted functionality, but it does not properly protect the channel.",,ChildOf:923,Not Language-Specific,,,Access Control,
CWE-42,Path Equivalence: 'filename.' (Trailing Dot),"The product accepts path input in the form of trailing dot ('filedir.') without appropriate validation, which can lead to ambiguous path resolution and allow an attacker to traverse the file system to unintended locations or access arbitrary files.",,ChildOf:41;ChildOf:162,Not Language-Specific,,,Access Control,CVE-2000-1114;CVE-2002-1986;CVE-2004-2213;CVE-2005-3293;CVE-2004-0061;CVE-2000-1133;CVE-2001-1386
CWE-420,Unprotected Alternate Channel,"The product protects a primary channel, but it does not use the same level of protection for an alternate channel.",,ChildOf:923,Not Language-Specific,,,Access Control,CVE-2020-8004;CVE-2002-0567;CVE-2002-1578;CVE-2003-1035;CVE-2002-1863;CVE-2002-0066;CVE-2004-1461
CWE-421,Race Condition During Access to Alternate Channel,"The product opens an alternate channel to communicate with an authorized user, but the channel is accessible to other actors.",This creates a race condition that allows an attacker to access the channel before the authorized user does.,ChildOf:420;ChildOf:362,Not Language-Specific,,,Access Control,CVE-1999-0351;CVE-2003-0230
CWE-422,Unprotected Windows Messaging Channel ('Shatter'),"The product does not properly verify the source of a message in the Windows Messaging System while running at elevated privileges, creating an alternate channel through which an attacker can directly send a message to the product.",,ChildOf:420;ChildOf:360,Not Language-Specific,,,Access Control,CVE-2002-0971;CVE-2002-1230;CVE-2003-0350;CVE-2003-0908;CVE-2004-0213;CVE-2004-0207
CWE-424,Improper Protection of Alternate Path,The product does not sufficiently protect all possible paths that a user can take to access restricted functionality or resources.,,ChildOf:693;ChildOf:638,Not Language-Specific,Not Technology-Specific;Web Based,,Access Control,CVE-2022-29238
CWE-425,Direct Request ('Forced Browsing'),"The web application does not adequately enforce appropriate authorization on all restricted URLs, scripts, or files.",Web applications susceptible to direct request attacks often make the false assumption that such resources can only be reached through a given navigation path and so only apply authorization at certain points in the path.,ChildOf:862;ChildOf:862;ChildOf:288;ChildOf:424;CanPrecede:471;CanPrecede:98,Not Language-Specific,Web Based;Web Server,,Confidentiality;Integrity;Availability;Access Control,CVE-2022-29238;CVE-2022-23607;CVE-2004-2144;CVE-2005-1892;CVE-2004-2257;CVE-2005-1688;CVE-2005-1697;CVE-2005-1698;CVE-2005-1685;CVE-2005-1827;CVE-2005-1654;CVE-2005-1668;CVE-2002-1798
CWE-426,Untrusted Search Path,The product searches for critical resources using an externally-supplied search path that can point to resources that are not under the product's direct control.,"This might allow attackers to execute their own programs, access unauthorized data files, or modify configuration in unexpected ways. If the product uses a search path to locate critical resources such as programs, then an attacker could modify that search path to point to a malicious program, which the targeted product would then execute. The problem extends to any type of critical resource that the product trusts. Some of the most common variants of untrusted search path are: In various UNIX and Linux-based systems, the PATH environment variable may be consulted to locate executable programs, and LD_PRELOAD may be used to locate a separate library. In various Microsoft-based systems, the PATH environment variable is consulted to locate a DLL, if the DLL is not found in other paths that appear earlier in the search order.",ChildOf:642;ChildOf:668;ChildOf:673;PeerOf:427;PeerOf:428,Not Language-Specific,,High,Integrity;Confidentiality;Availability;Access Control,CVE-1999-1120;CVE-2008-1810;CVE-2007-2027;CVE-2008-3485;CVE-2008-2613;CVE-2008-1319
CWE-427,Uncontrolled Search Path Element,"The product uses a fixed or controlled search path to find resources, but one or more locations in that path can be under the control of unintended actors.","Although this weakness can occur with any type of resource, it is frequently introduced when a product uses a directory search path to find executables or code libraries, but the path contains a directory that can be modified by an attacker, such as ""/tmp"" or the current working directory. In Windows-based systems, when the LoadLibrary or LoadLibraryEx function is called with a DLL name that does not contain a fully qualified path, the function follows a search order that includes two path elements that might be uncontrolled: the directory from which the program has been loaded the current working directory In some cases, the attack can be conducted remotely, such as when SMB or WebDAV network shares are used. One or more locations in that path could include the Windows drive root or its subdirectories. This often exists in Linux-based code assuming the controlled nature of the root directory (/) or its subdirectories (/etc, etc), or a code that recursively accesses the parent directory. In Windows, the drive root and some of its subdirectories have weak permissions by default, which makes them uncontrolled. In some Unix-based systems, a PATH might be created that contains an empty element, e.g. by splicing an empty variable into the PATH. This empty element can be interpreted as equivalent to the current working directory, which might be an untrusted search element. In software package management frameworks (e.g., npm, RubyGems, or PyPi), the framework may identify dependencies on third-party libraries or other packages, then consult a repository that contains the desired package. The framework may search a public repository before a private repository. This could be exploited by attackers by placing a malicious package in the public repository that has the same name as a package from the private repository. The search path might not be directly under control of the developer relying on the framework, but this search order effectively contains an untrusted element.",ChildOf:668;ChildOf:668,Not Language-Specific,Not Technology-Specific,,Confidentiality;Integrity;Availability,CVE-2023-25815;CVE-2022-4826;CVE-2020-26284;CVE-2022-24765;CVE-2019-1552;CVE-2010-3402;CVE-2010-3397;CVE-2010-3138;CVE-2010-3152;CVE-2010-3147;CVE-2010-3135;CVE-2010-3131;CVE-2010-1795;CVE-2002-1576;CVE-1999-1461;CVE-1999-1318;CVE-2003-0579;CVE-2000-0854;CVE-2001-0943;CVE-2001-0942;CVE-2001-0507;CVE-2002-2017;CVE-1999-0690;CVE-2001-0912;CVE-2001-0289;CVE-2005-1705;CVE-2005-1307;CVE-2002-2040;CVE-2005-2072;CVE-2005-1632
CWE-428,Unquoted Search Path or Element,"The product uses a search path that contains an unquoted element, in which the element contains whitespace or other separators. This can cause the product to access resources in a parent path.","If a malicious individual has access to the file system, it is possible to elevate privileges by inserting such a file as ""C:\Program.exe"" to be run by a privileged program making use of WinExec.",ChildOf:668;ChildOf:668,Not Language-Specific,,,Confidentiality;Integrity;Availability,CVE-2005-1185;CVE-2005-2938;CVE-2000-1128
CWE-43,Path Equivalence: 'filename....' (Multiple Trailing Dot),"The product accepts path input in the form of multiple trailing dot ('filedir....') without appropriate validation, which can lead to ambiguous path resolution and allow an attacker to traverse the file system to unintended locations or access arbitrary files.",,ChildOf:42;ChildOf:163,Not Language-Specific,,,Confidentiality;Integrity,CVE-2004-0281
CWE-430,Deployment of Wrong Handler,"The wrong ""handler"" is assigned to process an object.","An example of deploying the wrong handler would be calling a servlet to reveal source code of a .JSP file, or automatically ""determining"" type of the object even if it is contradictory to an explicitly specified type.",ChildOf:691;CanPrecede:433;PeerOf:434,Not Language-Specific,Not Technology-Specific,,Integrity;Other,CVE-2001-0004;CVE-2002-0025;CVE-2000-1052;CVE-2002-1742
CWE-431,Missing Handler,A handler is not available or implemented.,"When an exception is thrown and not caught, the process has given up an opportunity to decide if a given failure or event is worth a change in execution.",ChildOf:691;CanPrecede:433,Not Language-Specific,,,Other,CVE-2022-25302
CWE-432,Dangerous Signal Handler not Disabled During Sensitive Operations,"The product uses a signal handler that shares state with other signal handlers, but it does not properly mask or prevent those signal handlers from being invoked while the original signal handler is still running.","During the execution of a signal handler, it can be interrupted by another handler when a different signal is sent. If the two handlers share state - such as global variables - then an attacker can corrupt the state by sending another signal before the first handler has completed execution.",ChildOf:364,Not Language-Specific,,,Integrity,
CWE-433,Unparsed Raw Web Content Delivery,The product stores raw content or supporting code under the web document root with an extension that is not specifically handled by the server.,"If code is stored in a file with an extension such as "".inc"" or "".pl"", and the web server does not have a handler for that extension, then the server will likely send the contents of the file directly to the requester without the pre-processing that was expected. When that file contains sensitive information such as database credentials, this may allow the attacker to compromise the application or associated components.",ChildOf:219,Not Language-Specific,Web Based;Web Server,,Confidentiality,CVE-2002-1886;CVE-2002-2065;CVE-2005-2029;CVE-2001-0330;CVE-2002-0614;CVE-2004-2353;CVE-2007-3365
CWE-434,Unrestricted Upload of File with Dangerous Type,The product allows the upload or transfer of dangerous file types that are automatically processed within its environment.,,ChildOf:669;ChildOf:669;PeerOf:351;PeerOf:436;PeerOf:430,ASP.NET;PHP;Not Language-Specific,Web Server,Medium,Integrity;Confidentiality;Availability,CVE-2023-5227;CVE-2001-0901;CVE-2002-1841;CVE-2005-1868;CVE-2005-1881;CVE-2005-0254;CVE-2004-2262;CVE-2006-4558;CVE-2006-6994;CVE-2005-3288;CVE-2006-2428
CWE-435,Improper Interaction Between Multiple Correctly-Behaving Entities,"An interaction error occurs when two entities have correct behavior when running independently of each other, but when they are integrated as components in a larger system or process, they introduce incorrect behaviors that may cause resultant weaknesses.","When a system or process combines multiple independent components, this often produces new, emergent behaviors at the system level. However, if the interactions between these components are not fully accounted for, some of the emergent behaviors can be incorrect or even insecure.",,Not Language-Specific,Not Technology-Specific,,Integrity,CVE-2002-0485;CVE-2003-0411
CWE-436,Interpretation Conflict,"Product A handles inputs or steps differently than Product B, which causes A to perform incorrect actions based on its perception of B's state.","This is generally found in proxies, firewalls, anti-virus software, and other intermediary devices that monitor, allow, deny, or modify traffic based on how the client or server is expected to behave.",ChildOf:435,Not Language-Specific,Not Technology-Specific,,Integrity;Other,CVE-2005-1215;CVE-2002-0485;CVE-2002-1978;CVE-2002-1979;CVE-2002-0637;CVE-2002-1777;CVE-2005-3310;CVE-2005-4260;CVE-2005-4080
CWE-437,Incomplete Model of Endpoint Features,"A product acts as an intermediary or monitor between two or more endpoints, but it does not have a complete model of an endpoint's features, behaviors, or state, potentially causing the product to perform incorrect actions based on this incomplete model.",,ChildOf:436,Not Language-Specific,,,Integrity;Other,
CWE-439,Behavioral Change in New Version or Environment,"A's behavior or functionality changes with a new version of A, or a new environment, which is not known (or manageable) by B.",,ChildOf:435,Not Language-Specific,,,Other,CVE-2002-1976;CVE-2005-1711;CVE-2003-0411
CWE-44,Path Equivalence: 'file.name' (Internal Dot),"The product accepts path input in the form of internal dot ('file.ordir') without appropriate validation, which can lead to ambiguous path resolution and allow an attacker to traverse the file system to unintended locations or access arbitrary files.",,ChildOf:41,Not Language-Specific,,,Confidentiality;Integrity,
CWE-440,Expected Behavior Violation,"A feature, API, or function does not perform according to its specification.",,ChildOf:684,Not Language-Specific,ICS/OT,,Other,CVE-2003-0187;CVE-2003-0465;CVE-2005-3265
CWE-441,Unintended Proxy or Intermediary ('Confused Deputy'),"The product receives a request, message, or directive from an upstream component, but the product does not sufficiently preserve the original source of the request before forwarding the request to an external actor that is outside of the product's control sphere. This causes the product to appear to be the source of the request, leading it to act as a proxy or other intermediary between the upstream component and the external actor.","If an attacker cannot directly contact a target, but the product has access to the target, then the attacker can send a request to the product and have it be forwarded to the target. The request would appear to be coming from the product's system, not the attacker's system. As a result, the attacker can bypass access controls (such as firewalls) or hide the source of malicious requests, since the requests would not be coming directly from the attacker. Since proxy functionality and message-forwarding often serve a legitimate purpose, this issue only becomes a vulnerability when: The product runs with different privileges or on a different system, or otherwise has different levels of access than the upstream component; The attacker is prevented from making the request directly to the target; and The attacker can create a request that the proxy does not explicitly intend to be forwarded on the behalf of the requester. Such a request might point to an unexpected hostname, port number, hardware IP, or service. Or, the request might be sent to an allowed service, but the request could contain disallowed directives, commands, or resources.",ChildOf:610;CanPrecede:668,Not Language-Specific,Not Technology-Specific,,Non-Repudiation;Access Control,CVE-1999-0017;CVE-1999-0168;CVE-2005-0315;CVE-2002-1484;CVE-2004-2061;CVE-2001-1484;CVE-2010-1637;CVE-2009-0037
CWE-444,Inconsistent Interpretation of HTTP Requests ('HTTP Request/Response Smuggling'),"The product acts as an intermediary HTTP agent (such as a proxy or firewall) in the data flow between two entities such as a client and server, but it does not interpret malformed HTTP requests or responses in ways that are consistent with how the messages will be processed by those entities that are at the ultimate destination.","HTTP requests or responses (""messages"") can be malformed or unexpected in ways that cause web servers or clients to interpret the messages in different ways than intermediary HTTP agents such as load balancers, reverse proxies, web caching proxies, application firewalls, etc. For example, an adversary may be able to add duplicate or different header fields that a client or server might interpret as one set of messages, whereas the intermediary might interpret the same sequence of bytes as a different set of messages. For example, discrepancies can arise in how to handle duplicate headers like two Transfer-encoding (TE) or two Content-length (CL), or the malicious HTTP message will have different headers for TE and CL. The inconsistent parsing and interpretation of messages can allow the adversary to ""smuggle"" a message to the client/server without the intermediary being aware of it. This weakness is usually the result of the usage of outdated or incompatible HTTP protocol versions in the HTTP agents.",ChildOf:436;ChildOf:436,Not Language-Specific,Web Based;Web Server,,Integrity;Non-Repudiation;Access Control,CVE-2022-24766;CVE-2021-37147;CVE-2020-8287;CVE-2006-6276;CVE-2005-2088;CVE-2005-2089
CWE-446,UI Discrepancy for Security Feature,"The user interface does not correctly enable or configure a security feature, but the interface provides feedback that causes the user to believe that the feature is in a secure state.","When the user interface does not properly reflect what the user asks of it, then it can lead the user into a false sense of security. For example, the user might check a box to enable a security option to enable encrypted communications, but the product does not actually enable the encryption. Alternately, the user might provide a ""restrict ALL"" access control rule, but the product only implements ""restrict SOME"".",ChildOf:684,Not Language-Specific,,,Other,CVE-1999-1446
CWE-447,Unimplemented or Unsupported Feature in UI,"A UI function for a security feature appears to be supported and gives feedback to the user that suggests that it is supported, but the underlying functionality is not implemented.",,ChildOf:446;ChildOf:671,Not Language-Specific,Not Technology-Specific,,Other,CVE-2000-0127;CVE-2001-0863;CVE-2001-0865;CVE-2004-0979
CWE-448,Obsolete Feature in UI,A UI function is obsolete and the product does not warn the user.,,ChildOf:446,Not Language-Specific,,,Other,
CWE-449,The UI Performs the Wrong Action,The UI performs the wrong action with respect to the user's request.,,ChildOf:446,Not Language-Specific,,,Other,CVE-2001-1387;CVE-2001-0081;CVE-2002-1977
CWE-45,Path Equivalence: 'file...name' (Multiple Internal Dot),"The product accepts path input in the form of multiple internal dot ('file...dir') without appropriate validation, which can lead to ambiguous path resolution and allow an attacker to traverse the file system to unintended locations or access arbitrary files.",,ChildOf:44;ChildOf:165,Not Language-Specific,,,Confidentiality;Integrity,
CWE-450,Multiple Interpretations of UI Input,The UI has multiple interpretations of user input but does not prompt the user when it selects the less secure interpretation.,,ChildOf:357,Not Language-Specific,,,Other,
CWE-451,User Interface (UI) Misrepresentation of Critical Information,"The user interface (UI) does not properly represent critical information to the user, allowing the information - or its source - to be obscured or spoofed. This is often a component in phishing attacks.","If an attacker can cause the UI to display erroneous data, or to otherwise convince the user to display information that appears to come from a trusted source, then the attacker could trick the user into performing the wrong action. This is often a component in phishing attacks, but other kinds of problems exist. For example, if the UI is used to monitor the security state of a system or network, then omitting or obscuring an important indicator could prevent the user from detecting and reacting to a security-critical event. UI misrepresentation can take many forms: Incorrect indicator: incorrect information is displayed, which prevents the user from understanding the true state of the product or the environment the product is monitoring, especially of potentially-dangerous conditions or operations. This can be broken down into several different subtypes. Overlay: an area of the display is intended to give critical information, but another process can modify the display by overlaying another element on top of it. The user is not interacting with the expected portion of the user interface. This is the problem that enables clickjacking attacks, although many other types of attacks exist that involve overlay. Icon manipulation: the wrong icon, or the wrong color indicator, can be influenced (such as making a dangerous .EXE executable look like a harmless .GIF) Timing: the product is performing a state transition or context switch that is presented to the user with an indicator, but a race condition can cause the wrong indicator to be used before the product has fully switched context. The race window could be extended indefinitely if the attacker can trigger an error. Visual truncation: important information could be truncated from the display, such as a long filename with a dangerous extension that is not displayed in the GUI because the malicious portion is truncated. The use of excessive whitespace can also cause truncation, or place the potentially-dangerous indicator outside of the user's field of view (e.g. ""filename.txt .exe""). A different type of truncation can occur when a portion of the information is removed due to reasons other than length, such as the accidental insertion of an end-of-input marker in the middle of an input, such as a NUL byte in a C-style string. Visual distinction: visual information might be presented in a way that makes it difficult for the user to quickly and correctly distinguish between critical and unimportant segments of the display. Homographs: letters from different character sets, fonts, or languages can appear very similar (i.e. may be visually equivalent) in a way that causes the human user to misread the text (for example, to conduct phishing attacks to trick a user into visiting a malicious web site with a visually-similar name as a trusted site). This can be regarded as a type of visual distinction issue.",ChildOf:684;ChildOf:221;PeerOf:346,Not Language-Specific,Not Technology-Specific,,Non-Repudiation;Access Control,CVE-2004-2227;CVE-2001-0398;CVE-2001-0643;CVE-2005-0593;CVE-2004-1104;CVE-2005-0143;CVE-2005-0144;CVE-2004-0761;CVE-2004-2219;CVE-2004-0537;CVE-2005-2271;CVE-2005-2272;CVE-2005-2273;CVE-2005-2274;CVE-2001-1410;CVE-2002-0197;CVE-2005-0831;CVE-2003-1025;CVE-2005-0243;CVE-2005-1575;CVE-2004-2530;CVE-2005-0590;CVE-2004-1451;CVE-2004-2258;CVE-2005-1678;CVE-2002-0722
CWE-453,Insecure Default Variable Initialization,"The product, by default, initializes an internal variable with an insecure or less secure value than is possible.",,ChildOf:1188,PHP;Not Language-Specific,,,Integrity,CVE-2022-36349
CWE-454,External Initialization of Trusted Variables or Data Stores,The product initializes critical internal variables or data stores using inputs that can be modified by untrusted actors.,"A product system should be reluctant to trust variables that have been initialized outside of its trust boundary, especially if they are initialized by users. The variables may have been initialized incorrectly. If an attacker can initialize the variable, then they can influence what the vulnerable system will do.",ChildOf:1419;CanAlsoBe:456,PHP;Not Language-Specific,,,Integrity,CVE-2022-43468;CVE-2000-0959;CVE-2001-0033;CVE-2001-0872;CVE-2001-0084
CWE-455,Non-exit on Failed Initialization,"The product does not exit or otherwise modify its operation when security-relevant errors occur during initialization, such as when a configuration file has a format error or a hardware security module (HSM) cannot be activated, which can cause the product to execute in a less secure fashion than intended by the administrator.",,ChildOf:665;ChildOf:705;ChildOf:636,Not Language-Specific,,,Integrity;Other,CVE-2005-1345
CWE-456,Missing Initialization of a Variable,"The product does not initialize critical variables, which causes the execution environment to use unexpected values.",,ChildOf:909;ChildOf:665;ChildOf:665;CanPrecede:89;CanPrecede:120;CanPrecede:98;CanPrecede:457,Not Language-Specific,,,Integrity;Other,CVE-2020-6078;CVE-2019-3836;CVE-2018-14641;CVE-2009-2692;CVE-2020-20739;CVE-2005-2978;CVE-2005-2109;CVE-2005-2193
CWE-457,Use of Uninitialized Variable,"The code uses a variable that has not been initialized, leading to unpredictable or unintended results.","In some languages such as C and C++, stack variables are not initialized by default. They generally contain junk data with the contents of stack memory before the function was invoked. An attacker can sometimes control or read these contents. In other languages or conditions, a variable that is not explicitly initialized can be given a default value that has security implications, depending on the logic of the program. The presence of an uninitialized variable can sometimes indicate a typographic error in the code.",ChildOf:908;ChildOf:665;ChildOf:665,C;C++;Perl;PHP;Not Language-Specific,,High,Availability;Integrity;Other;Authorization,CVE-2019-15900;CVE-2008-3688;CVE-2008-0081;CVE-2007-4682;CVE-2007-3468;CVE-2007-2728
CWE-459,Incomplete Cleanup,"The product does not properly ""clean up"" and remove temporary or supporting resources after they have been used.",,ChildOf:404;ChildOf:404,Not Language-Specific,,,Other;Confidentiality;Integrity,CVE-2000-0552;CVE-2005-2293;CVE-2002-0788;CVE-2002-2066;CVE-2002-2067;CVE-2002-2068;CVE-2002-2069;CVE-2002-2070;CVE-2005-1744
CWE-46,Path Equivalence: 'filename ' (Trailing Space),"The product accepts path input in the form of trailing space ('filedir ') without appropriate validation, which can lead to ambiguous path resolution and allow an attacker to traverse the file system to unintended locations or access arbitrary files.",,ChildOf:41;ChildOf:162;CanPrecede:289,Not Language-Specific,Not Technology-Specific;Web Based,,Confidentiality;Integrity,CVE-2001-0693;CVE-2001-0778;CVE-2001-1248;CVE-2004-0280;CVE-2004-2213;CVE-2005-0622;CVE-2005-1656;CVE-2002-1603;CVE-2001-0054;CVE-2002-1451
CWE-460,Improper Cleanup on Thrown Exception,"The product does not clean up its state or incorrectly cleans up its state when an exception is thrown, leading to unexpected state or control flow.","Often, when functions or loops become complicated, some level of resource cleanup is needed throughout execution. Exceptions can disturb the flow of the code and prevent the necessary cleanup from happening.",ChildOf:459;ChildOf:755,C;C++;Java;C#,,Medium,Other,
CWE-462,Duplicate Key in Associative List (Alist),Duplicate keys in associative lists can lead to non-unique keys being mistaken for an error.,"A duplicate key entry -- if the alist is designed properly -- could be used as a constant time replace function. However, duplicate key entries could be inserted by mistake. Because of this ambiguity, duplicate key entries in an association list are not recommended and should not be allowed.",ChildOf:694,C;C++;Java;C#,,Low,Other,
CWE-463,Deletion of Data Structure Sentinel,The accidental deletion of a data-structure sentinel can cause serious programming logic problems.,"Often times data-structure sentinels are used to mark structure of the data structure. A common example of this is the null character at the end of strings. Another common example is linked lists which may contain a sentinel to mark the end of the list. It is dangerous to allow this type of control data to be easily accessible. Therefore, it is important to protect from the deletion or modification outside of some wrapper interface which provides safety.",ChildOf:707;PeerOf:464,C;C++,,,Availability;Other;Authorization,
CWE-464,Addition of Data Structure Sentinel,The accidental addition of a data-structure sentinel can cause serious programming logic problems.,"Data-structure sentinels are often used to mark the structure of data. A common example of this is the null character at the end of strings or a special sentinel to mark the end of a linked list. It is dangerous to allow this type of control data to be easily accessible. Therefore, it is important to protect from the addition or modification of sentinels.",ChildOf:138,C;C++,,High,Integrity,
CWE-466,Return of Pointer Value Outside of Expected Range,A function can return a pointer to memory that is outside of the buffer that the pointer is expected to reference.,,ChildOf:119;ChildOf:20,Memory-Unsafe;C;C++,,,Confidentiality;Integrity,
CWE-467,Use of sizeof() on a Pointer Type,"The code calls sizeof() on a pointer type, which can be an incorrect calculation if the programmer intended to determine the size of the data that is being pointed to.","The use of sizeof() on a pointer can sometimes generate useful information. An obvious case is to find out the wordsize on a platform. More often than not, the appearance of sizeof(pointer) indicates a bug.",ChildOf:131,C;C++,,High,Integrity;Confidentiality,
CWE-468,Incorrect Pointer Scaling,"In C and C++, one may often accidentally refer to the wrong memory due to the semantics of when math operations are implicitly scaled.",,ChildOf:682,C;C++,,Medium,Confidentiality;Integrity,
CWE-469,Use of Pointer Subtraction to Determine Size,"The product subtracts one pointer from another in order to determine size, but this calculation can be incorrect if the pointers do not exist in the same memory chunk.",,ChildOf:682,C;C++,,Medium,Access Control;Integrity;Confidentiality;Availability,
CWE-47,Path Equivalence: ' filename' (Leading Space),"The product accepts path input in the form of leading space (' filedir') without appropriate validation, which can lead to ambiguous path resolution and allow an attacker to traverse the file system to unintended locations or access arbitrary files.",,ChildOf:41,Not Language-Specific,,,Confidentiality;Integrity,
CWE-470,Use of Externally-Controlled Input to Select Classes or Code ('Unsafe Reflection'),"The product uses external input with reflection to select which classes or code to use, but it does not sufficiently prevent the input from selecting improper classes or code.","If the product uses external inputs to determine which class to instantiate or which method to invoke, then an attacker could supply values to select unexpected classes or methods. If this occurs, then the attacker could create control flow paths that were not intended by the developer. These paths could bypass authentication or access control checks, or otherwise cause the product to behave in an unexpected manner. This situation becomes a doomsday scenario if the attacker can upload files into a location that appears on the product's classpath (CWE-427) or add new entries to the product's classpath (CWE-426). Under either of these conditions, the attacker can use reflection to introduce new, malicious behavior into the product.",ChildOf:913;ChildOf:913;ChildOf:610;ChildOf:20,Java;PHP;Interpreted,,,Integrity;Confidentiality;Availability;Other,CVE-2018-1000613;CVE-2004-2331
CWE-471,Modification of Assumed-Immutable Data (MAID),The product does not properly protect an assumed-immutable element from being modified by an attacker.,"This occurs when a particular input is critical enough to the functioning of the application that it should not be modifiable at all, but it is. Certain resources are often assumed to be immutable when they are not, such as hidden form fields in web applications, cookies, and reverse DNS lookups.",ChildOf:664,Not Language-Specific,Not Technology-Specific;Web Based,,Integrity,CVE-2002-1757;CVE-2005-1905
CWE-472,External Control of Assumed-Immutable Web Parameter,"The web application does not sufficiently verify inputs that are assumed to be immutable but are actually externally controllable, such as hidden form fields.","If a web product does not properly protect assumed-immutable values from modification in hidden form fields, parameters, cookies, or URLs, this can lead to modification of critical data. Web applications often mistakenly make the assumption that data passed to the client in hidden fields or cookies is not susceptible to tampering. Improper validation of data that are user-controllable can lead to the application processing incorrect, and often malicious, input. For example, custom cookies commonly store session data or persistent data across sessions. This kind of session data is normally involved in security related decisions on the server side, such as user authentication and access control. Thus, the cookies might contain sensitive data such as user credentials and privileges. This is a dangerous practice, as it can often lead to improper reliance on the value of the client-provided cookie by the server side application.",ChildOf:642;ChildOf:471,Not Language-Specific,Web Based;Web Server,,Integrity,CVE-2002-0108;CVE-2000-0253;CVE-2000-0254;CVE-2000-0926;CVE-2000-0101;CVE-2000-0102;CVE-2000-0758;CVE-2002-1880;CVE-2000-1234;CVE-2005-1652;CVE-2005-1784;CVE-2005-2314;CVE-2005-1682
CWE-473,PHP External Variable Modification,"A PHP application does not properly protect against the modification of variables from external sources, such as query parameters or cookies. This can expose the application to numerous weaknesses that would not exist otherwise.",,ChildOf:471;CanPrecede:98,PHP,,,Integrity,CVE-2000-0860;CVE-2001-0854;CVE-2002-0764;CVE-2001-1025;CVE-2003-0754
CWE-474,Use of Function with Inconsistent Implementations,The code uses a function that has inconsistent implementations across operating systems and versions.,"The use of inconsistent implementations can cause changes in behavior when the code is ported or built under a different environment than the programmer expects, which can lead to security problems in some cases. The implementation of many functions varies by platform, and at times, even by different versions of the same platform. Implementation differences can include: Slight differences in the way parameters are interpreted leading to inconsistent results. Some implementations of the function carry significant security risks. The function might not be defined on all platforms. The function might change which return codes it can provide, or change the meaning of its return codes.",ChildOf:758,C;PHP;Not Language-Specific,,,Other,
CWE-475,Undefined Behavior for Input to API,The behavior of this function is undefined unless its control parameter is set to a specific value.,,ChildOf:573,Not Language-Specific,,,Other,
CWE-476,NULL Pointer Dereference,The product dereferences a pointer that it expects to be valid but is NULL.,,ChildOf:710;ChildOf:754;ChildOf:754,C;C++;Java;C#;Go,,Medium,Availability;Integrity;Confidentiality,CVE-2024-41130;CVE-2005-3274;CVE-2002-1912;CVE-2005-0772;CVE-2009-4895;CVE-2020-29652;CVE-2009-2692;CVE-2009-3547;CVE-2009-3620;CVE-2009-2698;CVE-2009-0949;CVE-2008-3597;CVE-2020-6078;CVE-2008-0062;CVE-2008-5183;CVE-2004-0079;CVE-2004-0365;CVE-2003-1013;CVE-2003-1000;CVE-2004-0389;CVE-2004-0119;CVE-2004-0458;CVE-2002-0401;CVE-2001-1559
CWE-477,Use of Obsolete Function,"The code uses deprecated or obsolete functions, which suggests that the code has not been actively reviewed or maintained.","As programming languages evolve, functions occasionally become obsolete due to: Advances in the language Improved understanding of how operations should be performed effectively and securely Changes in the conventions that govern certain operations Functions that are removed are usually replaced by newer counterparts that perform the same task in some different and hopefully improved way.",ChildOf:710,Not Language-Specific,,,Other,
CWE-478,Missing Default Case in Multiple Condition Expression,"The code does not have a default case in an expression with multiple conditions, such as a switch statement.","If a multiple-condition expression (such as a switch in C) omits the default case but does not consider or handle all possible values that could occur, then this might lead to complex logical errors and resultant weaknesses. Because of this, further decisions are made based on poor information, and cascading failure results. This cascading failure may result in any number of security issues, and constitutes a significant failure in the system.",ChildOf:1023,C;C++;Java;C#;Python;JavaScript,,,Integrity,
